id,publicId,title,description,date,link,videoTypeId
551978,475191-1,Senator Kamala Harris Remarks on COVID-19 and the Economy,"Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, talked about the coronavirus pandemic and its impact on the U.S. economy. She addressed the police involved shooting of Jacob Blake, a Black man, in Kenosha, Wisconsin. She also spoke about President Trump&rsquo;s failure to lead during the pandemic.",2020-08-27,https://www.c-span.org/video/?475191-1/senator-kamala-harris-remarks-covid-19-economy,Speech
552481,475502-1,Vice Presidential Nominee Kamala Harris Campaign Event in Milwaukee,"Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, took part in a Labor Day roundtable discussion with Black business owners. She talked about how a Democratic administration would approach economic opportunity and racial unrest.",2020-09-07,https://www.c-span.org/video/?475502-1/vice-presidential-nominee-kamala-harris-campaign-event-milwaukee,Speech
552539,475540-1,Senator Kamala Harris Roundtable with Black Leaders in Miami,"2020 vice presidential nominee Senator Kamala Harris (D-CA), Representative Frederica Wilson (D-FL), and other African American leaders took part in a roundtable discussion held in Miami.",2020-09-10,https://www.c-span.org/video/?475540-1/senator-kamala-harris-roundtable-black-leaders-miami,Speech
552876,475750-1,Senator Kamala Harris Visit to Philadelphia,"Senator Kamala Harris (D-CA), the 2020 Democratic presidential nominee, participated in a conversation with Latino leaders in Philadelphia. Afterwards she shared some of the topics discussed, including the Trump administration&rsquo;s treatment of Puerto Rico following Hurricane Maria in 2017.",2020-09-17,https://www.c-span.org/video/?475750-1/senator-kamala-harris-visit-philadelphia,Speech
553371,476077-1,Kamala Harris Campaigns in Detroit,2020 vice presidential candidate Senator Kamala Harris (D-CA) spoke at a voter mobilization event in Detroit.,2020-09-22,https://www.c-span.org/video/?476077-1/kamala-harris-campaigns-detroit,Speech
553748,476306-1,Senator Kamala Harris Remarks on the Supreme Court,"Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke in Raleigh, North Carolina, on the importance of the Supreme Court.",2020-09-28,https://www.c-span.org/video/?476306-1/senator-kamala-harris-remarks-supreme-court,Speech
554093,476524-1,Senator Kamala Harris Campaign Remarks in Las Vegas,"Senator Kamala Harris (D-CA), the 2020 vice presidential nominee, campaigned at a drive-in voter mobilization event in Las Vegas.",2020-10-02,https://www.c-span.org/video/?476524-1/senator-kamala-harris-campaign-remarks-las-vegas,Speech
554434,476759-1,Joe Biden and Senator Harris Campaign in Arizona,2020 Democratic presidential nominee Joe Biden and running mate Senator Kamala Harris (D-CA) campaigned in Arizona the day after the vice presidential debate.,2020-10-08,https://www.c-span.org/video/?476759-1/joe-biden-senator-harris-campaign-arizona,Speech
555007,477126-1,"Senator Kamala Harris Speaks at Biden Campaign Event in Jacksonville, Florida","Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke at a Jacksonville, Florida, voter mobilization event. It was the state&rsquo;s first day of in-person voting.",2020-10-19,https://www.c-span.org/video/?477126-1/senator-kamala-harris-speaks-biden-campaign-event-jacksonville-florida,Speech
555137,477196-1,"Senator Kamala Harris Campaigns in Asheville, North Carolina","2020 vice presidential candidate Senator Kamala Harris (D-CA) delivered remarks at an early voter mobilization event in Asheville, North Carolina.",2020-10-21,https://www.c-span.org/video/?477196-1/senator-kamala-harris-campaigns-asheville-north-carolina,Speech
555303,477306-1,Senator Kamala Harris Campaigns in Atlanta,2020 vice presidential nominee Senator Kamala Harris (D-CA) campaigned at an early voting mobilization event in Atlanta.,2020-10-23,https://www.c-span.org/video/?477306-1/senator-kamala-harris-campaigns-atlanta,Speech
555395,477350-1,Senator Kamala Harris Speaks at Drive-In Church Service Near Detroit,"2020 vice presidential nominee Senator Kamala Harris (D-CA) delivered remarks at the Triumph Church in Southfield, Michigan, which was filming its weekly Sunday service from inside the church and projecting it outside for parishioners to see in a drive-in setting. Senator Harris talked about the struggles of Americans through the coronavirus pandemic, and said she believes the U.S. could emerge from the situation stronger with the right leadership. Her visit to the church was part of a four-stop swing through the Detroit-area with just more than a week left before Election Day. She and her 2020 Democratic presidential nominee Joe Biden were seeking to shore up support at the polls from voters in Michigan, which supported President Trump in the 2016 election by a margin of just more than 10,000 votes.",2020-10-25,https://www.c-span.org/video/?477350-1/senator-kamala-harris-speaks-drive-church-service-detroit,Speech
555529,477414-1,"Senator Kamala Harris Campaigns in Reno, Nevada","2020 vice presidential candidate Senator Kamala Harris (D-CA) campaigned in Reno, Nevada, one week before Election Day.",2020-10-27,https://www.c-span.org/video/?477414-1/senator-kamala-harris-campaigns-reno-nevada,Speech
555612,477473-1,"Senator Kamala Harris Speaks at Biden Campaign Event in Tucson, Arizona","2020 vice presidential nominee Senator Kamala Harris (D-CA) spoke at a campaign event in Tucson, Arizona.",2020-10-28,https://www.c-span.org/video/?477473-1/senator-kamala-harris-speaks-biden-campaign-event-tucson-arizona,Speech
555613,477474-1,"Senator Harris Biden Campaign Event in Phoenix, Arizona","Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke at a Biden campaign event in Phoenix, Arizona.",2020-10-28,https://www.c-span.org/video/?477474-1/senator-harris-biden-campaign-event-phoenix-arizona,Speech
555668,477508-1,Senators Harris and Bernie Sanders at Virtual Rally for Joe Biden,"2020 vice presidential nominee Senator Kamala Harris (D-CA) spoke at a virtual town hall discussion hosted by Senator Bernie Sanders (I-VT). They discussed the campaign&rsquo;s support for a nationwide minimum wage of at least $15 per hour, as well as their economic plan, which includes health care expansion, erasing college debt, and investment in the country&rsquo;s infrastructure. Also participating in the conversation were union members, home and health care workers, and advocates for a &ldquo;living wage.&rdquo;",2020-10-29,https://www.c-span.org/video/?477508-1/senators-harris-bernie-sanders-virtual-rally-joe-biden,Speech
555737,477548-1,"Senator Kamala Harris Campaigns in Houston, Texas",2020 vice presidential nominee Senator Kamala Harris (D-CA) spoke at a Biden campaign event in Houston.,2020-10-30,https://www.c-span.org/video/?477548-1/senator-kamala-harris-campaigns-houston-texas,Speech
555736,477547-1,"Senator Kamala Harris Speaks at Biden Campaign Event in Fort Worth, Texas","Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke at a Biden campaign event in Fort Worth, Texas.",2020-10-30,https://www.c-span.org/video/?477547-1/senator-kamala-harris-speaks-biden-campaign-event-fort-worth-texas,Speech
555735,477546-1,"Senator Kamala Harris Speaks at Biden Campaign Event in McAllen, Texas","2020 Democratic vice presidential nominee Senator Kamala Harris (D-CA) made remarks in McAllen, Texas, on the last day of early voting in the Lone Star State.",2020-10-30,https://www.c-span.org/video/?477546-1/senator-kamala-harris-speaks-biden-campaign-event-mcallen-texas,Speech
555822,477610-1,Senator Kamala Harris Campaigns in Miami,"Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, addressed supporters at a campaign rally in Miami-Dade County, Florida.",2020-10-31,https://www.c-span.org/video/?477610-1/senator-kamala-harris-campaigns-miami,Speech
555821,477609-1,"Senator Kamala Harris Campaigns in Broward County, Florida","Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke to campaign supporters in Broward County, Florida.",2020-10-31,https://www.c-span.org/video/?477609-1/senator-kamala-harris-campaigns-broward-county-florida,Speech
555820,477608-1,"Senator Kamala Harris Speaks at Biden Campaign Event in Lake Worth, Florida","2020 vice presidential nominee Senator Kamala Harris (D-CA) campaigned in Lake Worth, Florida. She spoke about the Trump administration&rsquo;s handling of the coronavirus pandemic, the economy, and racial justice. Senator Harris also discussed what to expect from a Biden administration.",2020-10-31,https://www.c-span.org/video/?477608-1/senator-kamala-harris-speaks-biden-campaign-event-lake-worth-florida,Speech
555905,477679-1,"Senator Kamala Harris Campaigns in Gwinnett County, Georgia","In the last weekend before Election Day 2020, Democratic vice presidential nominee Senator Kamala Harris (D-CA) spoke at a Biden campaign rally in Gwinnett County, Georgia. She talked about Joe Biden&rsquo;s legislative priorities, including social justice, policing reform, tax reform, and climate change.",2020-11-01,https://www.c-span.org/video/?477679-1/senator-kamala-harris-campaigns-gwinnett-county-georgia,Speech
555924,477691-1,Senator Kamala Harris Holds Drive-In Rally in Pennsylvania's Lehigh Valley,2020 Democratic vice presidential nomninee Senator Kamala Harris (D-CA) spoke at a drive-in Biden Campaign rally in Pennsylvania&rsquo;s Lehigh Valley.,2020-11-02,https://www.c-span.org/video/?477691-1/senator-kamala-harris-holds-drive-rally-pennsylvanias-lehigh-valley,Speech
555925,477692-1,John Legend and Senator Kamala Harris at Biden Campaign Rally in Philadelphia,2020 vice presidential nominee Senator Kamala Harris (D-CA) and singer John Legend spoke at a drive-in Biden campaign drive-in in Philadelphia.,2020-11-02,https://www.c-span.org/video/?477692-1/john-legend-senator-kamala-harris-biden-campaign-rally-philadelphia,Speech
556292,477916-1,Joe Biden and Kamala Harris Victory Speeches,"President-elect Joe Biden and Vice President-elect Kamala Harris addressed the nation from Wilmington, Delaware, after being declared the winners of the 2020 presidential election. President-elect Biden said the American people have &ldquo;delivered us a clear victory,&rdquo; and he urged that &ldquo;this grim era of demonization in America begin to end here and now.&rdquo; He also addressed supporters of President Trump, saying he understands their disappointment but that it was &ldquo;time to put away the harsh rhetoric, lower the temperature, see each other again, listen to each other again, and to make progress, we have to stop treating our opponents as our enemies. They are not enemies. We are Americans.&rdquo; Vice President-elect Harris in her remarks thanked the American people and acknowledged the women who paved the way before her, &ldquo;including the black women who are often, too often, overlooked,&rdquo; saying &ldquo;they are the backbone of our democracy.&rdquo;",2020-11-07,https://www.c-span.org/video/?477916-1/joe-biden-kamala-harris-victory-speeches,Speech
586753,507475-1,Vice President-elect Harris Remarks for Georgia U.S. Senate Candidates,"Vice President-elect Kamala Harris spoke at a rally in Columbus, Georgia, in support of Democratic U.S. Senate candidates Jon Ossoff and Raphael Warnock. Both candidates were campaigning for their January 5, 2021, runoff elections that would determine control of the U.S. Senate. The vice president-elect spoke about the national importance of the race and the impact a Democratic-controlled Senate could have on the incoming Biden-Harris administration.",2020-12-21,https://www.c-span.org/video/?507475-1/vice-president-elect-harris-remarks-georgia-us-senate-candidates,Speech
