id,publicId,title,description,date,link,videoTypeId
554635,476881-1,"President Trump Holds Campaign Rally in Des Moines, Iowa",President Trump delivered remarks at a campaign rally in Iowa&rsquo;s capital of Des Moines.,2020-10-14,https://www.c-span.org/video/?476881-1/president-trump-holds-campaign-rally-des-moines-iowa,Speech
554749,476965-1,President Trump Delivers Remarks to the New York Economic Club,"President Trump delivered remarks on the economy to a virtual gathering of the Economic Club of New York. He touted his administration&rsquo;s record on the economy and talked about its efforts to stimulate economic growth amid the ongoing coronavirus pandemic, and compared his policies to those of his 2020 Democratic nominee Joe Biden. He also answered questions from economic club leaders in Florida and Washington, D.C.",2020-10-14,https://www.c-span.org/video/?476965-1/president-trump-delivers-remarks-york-economic-club,Speech
554636,476882-1,"President Trump Rally in Greenville, North Carolina","President Trump delivered remarks at a campaign rally in Greenville, North Carolina, less than three weeks before Election Day and on the first day of voting in the state. During his remarks, President Trump spoke of a number of his campaign&rsquo;s cornerstone issues, including the economy, trade, and border security. He also criticized Governor Roy Cooper (D-NC) for his handling of the coronavirus pandemic and urged him to reopen the state. The president also talked about a recent <i>New York Post</i> story regarding 2020 Democratic presidential nominee Joe Biden&rsquo;s son, Hunter.",2020-10-15,https://www.c-span.org/video/?476882-1/president-trump-rally-greenville-north-carolina,Speech
554706,476933-1,"President Trump Holds Rally in Ocala, Florida","President Trump spoke at a campaign rally in Ocala, Florida.",2020-10-16,https://www.c-span.org/video/?476933-1/president-trump-holds-rally-ocala-florida,Speech
554707,476934-1,"President Trump Campaign Rally in Macon, Georgia","President Trump delivered remarks at a campaign rally in Macon, Georgia, his second such event that day. This rally followed earlier remarks in Florida. During his remarks in Georgia, President Trump talked about many of his signature campaign issues, including the economy, trade and border security. He also criticized his Democratic opponent, former Vice President Joe Biden, for his economic plan and his proposals to combat the coronavirus pandemic.",2020-10-16,https://www.c-span.org/video/?476934-1/president-trump-campaign-rally-macon-georgia,Speech
554784,476981-1,"President Trump Rally in Muskegon, Michigan","President Trump delivered remarks at a campaign rally in Muskegon, Michigan. He began his remarks by assailing what he called the &ldquo;radical left,&rdquo; saying they would &ldquo;erase American history&rdquo; and &ldquo;purge American values.&rdquo; When speaking on the election, the president declared a &ldquo;red wave&rdquo; was coming, claiming that he was in the lead with early voting. While decrying state shutdowns due to the pandemic, President Trump addressed the kidnapping plot against the Michigan Governor Gretchen Whitmer (D), saying, &ldquo;I guess they said she was threatened, and she blamed me; she blamed me.&rdquo;",2020-10-17,https://www.c-span.org/video/?476981-1/president-trump-rally-muskegon-michigan,Speech
554785,476982-1,"President Trump Campaign Rally in Janesville, Wisconsin","President Trump delivers spoke at a campaign rally in Janesville, Wisconsin.",2020-10-17,https://www.c-span.org/video/?476982-1/president-trump-campaign-rally-janesville-wisconsin,Speech
554920,477074-1,President Trump Holds Campaign Rally in Nevada's Capital,,2020-10-18,https://www.c-span.org/video/?477074-1/president-trump-holds-campaign-rally-nevadas-capital,Speech
554925,477079-1,"President Trump Campaign Rally in Tucson, Arizona","President Trump delivered remarks at a campaign rally in Tucson, Arizona.",2020-10-19,https://www.c-span.org/video/?477079-1/president-trump-campaign-rally-tucson-arizona,Speech
554982,477111-1,"President Trump Campaign Event in Erie, Pennsylvania","President Trump delivered remarks at a campaign rally in Erie, Pennsylvania, in support of his reelection.",2020-10-20,https://www.c-span.org/video/?477111-1/president-trump-campaign-event-erie-pennsylvania,Speech
554983,477112-1,"President Trump Campaigns in Gastonia, North Carolina","President Trump delivered remarks at a rally in support of his re-election held in Gastonia, North Carolina.",2020-10-21,https://www.c-span.org/video/?477112-1/president-trump-campaigns-gastonia-north-carolina,Speech
555217,477258-1,"President Trump Campaigns in The Villages, Florida","President Trump delivered remarks at a campaign rally in The Villages, Florida, one of the world&rsquo;s largest retirement communities.",2020-10-23,https://www.c-span.org/video/?477258-1/president-trump-campaigns-villages-florida,Speech
555219,477259-1,"President Trump Campaign Rally in Pensacola, Florida","President Trump spoke at a campaign rally in Pensacola, Florida.",2020-10-23,https://www.c-span.org/video/?477259-1/president-trump-campaign-rally-pensacola-florida,Speech
555342,477325-1,"President Trump Holds Rally in Circleville, Ohio","President Trump delivered remarks at a campaign rally in Circleville, Ohio. He began by touting the return of Big Ten football. While speaking about the economy, health care, and the coronavirus, the president took several opportunities to assail his opponent, former Vice President Joe Biden. During the rally, the President played a video clip of former Vice President Biden talking about fracking, a topic on which the two disagreed in their last debate.",2020-10-24,https://www.c-span.org/video/?477325-1/president-trump-holds-rally-circleville-ohio,Speech
555337,477323-1,President Trump Campaigns in New Hampshire,"President Trump delivered remarks at a campaign rally near New Hampshire&rsquo;s largest city, Manchester. His remarks covered a variety of domestic and foreign affairs topics, and largely focused on his administration&rsquo;s economic policies, which he said had been severely hampered by the ongoing coronavirus pandemic. He also talked about his political record in New Hampshire, which was the first state he won in the 2016 Republican presidential primaries. President Trump&rsquo;s visit to New Hampshire came just more than a week before Election Day, as the latest RealClearPolitics polling average had him running 11 points behind in the state to his Democratic challenger, Joe Biden.",2020-10-25,https://www.c-span.org/video/?477323-1/president-trump-campaigns-hampshire,Speech
555363,477339-1,"President Trump Campaigns in Martinsburg, Pennsylvania","President Trump delivered remarks at a campaign rally near Altoona, Pennsylvania.",2020-10-26,https://www.c-span.org/video/?477339-1/president-trump-campaigns-martinsburg-pennsylvania,Speech
555365,477341-1,"President Trump Campaign Rally in West Salem, Wisconsin","President Trump spoke at a campaign rally in West Salem, Wisconsin.",2020-10-27,https://www.c-span.org/video/?477341-1/president-trump-campaign-rally-west-salem-wisconsin,Speech
555366,477342-1,"President Trump Campaign Rally in Omaha, Nebraska","President Trump delivered remarks at a campaign rally in Omaha, Nebraska. At the beginning of his remarks, the president said that &ldquo;this election is a choice between the Trump super recovery, which is what we&rsquo;re having, or a Biden depression, sad to say.&rdquo; While touting his administration&rsquo;s accomplishments, President Trump said that the country was &ldquo;making that final turn&rdquo; on the coronavirus pandemic and that the nation needs to get back to normal.",2020-10-27,https://www.c-span.org/video/?477342-1/president-trump-campaign-rally-omaha-nebraska,Speech
555364,477340-1,"President Trump Campaign Rally in Lansing, Michigan","President Trump spoke at a campaign rally in Lansing, Michigan.",2020-10-27,https://www.c-span.org/video/?477340-1/president-trump-campaign-rally-lansing-michigan,Speech
555586,477460-1,"President Trump Campaign Rally in Goodyear, Arizona","President Trump delivered remarks at a campaign rally in Goodyear, Arizona. He also reacted to news that former Homeland Security Department official Miles Taylor was the author of an anonymous 2018 <i>New York Times</i> opinion piece critical of the president.",2020-10-28,https://www.c-span.org/video/?477460-1/president-trump-campaign-rally-goodyear-arizona,Speech
555584,477458-1,"President Trump Campaign Rally in Bullhead City, Arizona","President Trump delivered remarks at a campaign rally in Bullhead City, Arizona, on the Nevada border with less than a week to go until Election Day.",2020-10-28,https://www.c-span.org/video/?477458-1/president-trump-campaign-rally-bullhead-city-arizona,Speech
555634,477485-1,"President Trump Campaign Rally in Tampa, Florida","President Trump delivered remarks at a campaign rally in Tampa. He talked about several issues, including the economy, China, and Democratic presidential nominee Joe Biden. He also commented on the news that former Homeland Security official Miles Taylor was the anonymous author of a 2018 <i>New York Time</i> opinion piece, calling him a &ldquo;lowlife&rdquo; and &ldquo;disgrace to our country&rdquo; who should be prosecuted.",2020-10-29,https://www.c-span.org/video/?477485-1/president-trump-campaign-rally-tampa-florida,Speech
555718,477541-1,"President Trump Campaign Rally in Rochester, Minnesota","President Trump spoke at a campaign rally in Rochester, Minnesota. Due to state mandated coronavirus pandemic restrictions, the campaign had to limit the attendance to 250 people. Speaking about the crowd limitation, President Trump decried the mandate, saying that Governor Tim Walz (D) and state Attorney General Keith Ellison (D) &ldquo;tried to shut-down our rally, silence the people of Minnesota, and take away your freedom, and your rights.&rdquo; Due to technical difficulties, a small portion of the president&rsquo;s remarks could not be shown.",2020-10-30,https://www.c-span.org/video/?477541-1/president-trump-campaign-rally-rochester-minnesota,Speech
555805,477598-1,"President Trump Holds Rally in Butler, Pennsylvania","President Trump spoke at a campaign rally in Butler, Pennsylvania.",2020-10-31,https://www.c-span.org/video/?477598-1/president-trump-holds-rally-butler-pennsylvania,Speech
555804,477597-1,"President Trump Holds Rally in Montoursville, PA","President Trump delivered remarks at a campaign rally in Montoursville, Pennsylvania.",2020-10-31,https://www.c-span.org/video/?477597-1/president-trump-holds-rally-montoursville-pa,Speech
555767,477560-1,"President Trump Holds Rally in Reading, Pennsylvania","President Trump spoke at a campaign rally in Reading, Pennsylvania.",2020-10-31,https://www.c-span.org/video/?477560-1/president-trump-holds-rally-reading-pennsylvania,Speech
555896,477675-1,"President Trump Holds Rally in Hickory, North Carolina","President Trump spoke at a rally in Hickory, North Carolina, one of his five scheduled campaign stops on the last Sunday before Election Day. President Trump won North Carolina in the 2016 election.",2020-11-01,https://www.c-span.org/video/?477675-1/president-trump-holds-rally-hickory-north-carolina,Speech
555919,477686-1,"President Trump Campaign Rally in Kenosha, Wisconsin","President Trump spoke at a campaign rally in Kenosha, Wisconsin.",2020-11-02,https://www.c-span.org/video/?477686-1/president-trump-campaign-rally-kenosha-wisconsin,Speech
555918,477685-1,"President Trump and Vice President Pence Speak at Campaign Rally in Traverse City, Michigan","President Trump and Vice President Mike Pence spoke at a campaign rally in Traverse City, Michigan. There are about 16 minutes between the vice president and president&rsquo;s remarks.",2020-11-02,https://www.c-span.org/video/?477685-1/president-trump-vice-president-pence-speak-campaign-rally-traverse-city-michigan,Speech
555917,477684-1,"President Trump Campaign Rally Near Scranton, Pennsylvania","President Trump delivered remarks at a campaign rally in Avoca, Pennsylvania, near Scranton, the hometown of 2020 Democratic presidential nominee Joe Biden.",2020-11-02,https://www.c-span.org/video/?477684-1/president-trump-campaign-rally-scranton-pennsylvania,Speech
555916,477683-1,"President Trump Campaign Rally in Fayetteville, North Carolina","President Trump spoke at a campaign rally in Fayetteville, North Carolina.",2020-11-02,https://www.c-span.org/video/?477683-1/president-trump-campaign-rally-fayetteville-north-carolina,Speech
555951,477710-1,President Trump Remarks on Election Status,"President Trump delivered remarks from the East Room of the White House on Election Night, before the race had been called. The president thanked his supporters and talked about the states he had won. President Trump also claimed that there were irregularities in the vote counting process. &ldquo;This is a fraud on the American public. This is an embarrassment to our country. We were getting ready to win this election. Frankly, we did win this election,&rdquo; he said.",2020-11-03,https://www.c-span.org/video/?477710-1/president-trump-remarks-election-status,Speech
556194,477858-1,President Trump Remarks on Election Results,"President Trump made his first remarks at the White House two days after Election Day and without a declared winner in the presidential race. &ldquo;This is a case where they&rsquo;re trying to steal an election. They&rsquo;re trying to rig an election and we can&rsquo;t let that happen,&rdquo; said the president without providing evidence to back his assertions. President Trump claimed that mail-in ballots inherently led to &ldquo;corruption&rdquo; and election workers &ldquo;finding&rdquo; these ballots during the counting process amounted to election fraud. The president said his campaign would pursue legal action, including going to the Supreme Court.",2020-11-05,https://www.c-span.org/video/?477858-1/president-trump-remarks-election-results,Speech
585847,506975-1,President Trump Statement on 2020 Election Results,"The White House posted remarks on Facebook from President Trump about his view of voting and election security in the 2020 election. In the recorded statement, the president provided examples of what he described as fraudulent activity related to mail-in voting in several swing states.",2020-12-02,https://www.c-span.org/video/?506975-1/president-trump-statement-2020-election-results,Speech
585842,506972-1,President Trump Campaigns for U.S. Senate Runoffs in Georgia,"President Trump spoke at a rally in Valdosta, GA in support of Georgia Republican Senators David Perdue and Kelly Loeffler, both facing runoff elections in early January. The president asserted his claims that he was the winner of the presidential election. &ldquo;If I lost, I&rsquo;d be a very gracious loser,&rdquo; said the president, later saying he would go to Florida &ldquo;and take it easy.&rdquo; Proclaiming they will win this election, President Trump - without making a commitment - said in &ldquo;2024, and hopefully I won&rsquo;t have to be a candidate, we&rsquo;re going to win back the White House again.&rdquo;",2020-12-05,https://www.c-span.org/video/?506972-1/president-trump-campaigns-us-senate-runoffs-georgia,Speech
587026,507634-1,President Trump Remarks at Georgia U.S. Senate Campaign Event,"President Trump spoke at a Dalton, Georgia, rally in support of Senators David Perdue and Kelly Loeffler, both candidates in Georgia&rsquo;s two 2020 U.S. Senate runoff elections. Mr. Perdue did not attend the rally because he was quarantined after coming into contact with someone who tested for COVID-19 within the previous week. President Trump encouraged voters to vote for the two Republican candidates, noting that a win for their Democratic challengers would hand control of the Senate to Democrats. Most of the president&rsquo;s remarks concerned his displeasure with the results of the 2020 presidential election, which he lost in both the popular vote and the Electoral College. He said his supporters in Congress would continue to support him as both legislative chambers were set to accept the Electoral College results in just two days. Senator Loeffler, Representative Majrorie Taylor Greene (R-GA), and Ivanka Trump, the president&rsquo;s daughter, also spoke during the rally.",2021-01-04,https://www.c-span.org/video/?507634-1/president-trump-remarks-georgia-us-senate-campaign-event,Speech
587224,507744-1,Rally on Electoral College Vote Certification,"President Trump spoke at a rally in Washington, D.C., held to protest the results of the Electoral College, which Congress was set to count later that day. &ldquo;We will never give up. We will never concede,&rdquo; he declared. President Trump repeated his unsubstantiated claims of fraud in both the November election and the Georgia U.S. Senate runoff election held the previous night. He railed against Republicans he deemed insufficiently supportive of his efforts to overturn the results and promised to &ldquo;primary the hell out of the ones that don&rsquo;t fight.&rdquo; The president also continued to publicly pressure his vice president, Mike Pence, to reject electoral votes in states that he lost. As the speech was concluding, Vice President Pence issued a statement saying he lacked the constitutional authority to dismiss the votes when Congress met later that day.Note: Because of audio difficulties with the president&rsquo;s microphone, there was no audio during the first 38 seconds of his remarks.",2021-01-06,https://www.c-span.org/video/?507744-1/rally-electoral-college-vote-certification,Speech
