,words
134,fourth arab–israeli war
135,second arab–israeli war
136,third arab–israeli war
137,arab federation
138,arab league
139,arab legion
140,arab revolt
141,yasser mohammed  arafat
142,lt. col. jacobo  arbenz guzmán
143,arcos raid
144,ardennes offensive
145,jacinda kate laurell  ardern
146,juan josé  arévalo bermejo
147,argentina
148,carlos  arias navarro
149,arias peace plan
150,óscar  arias sánchez
151,jean-bertrand  aristide
152,armenia
153,armenian genocide
154,karl  arnold
155,aruba
156,arusha declaration
157,asean
158,paddy  ashdown
159,herbert henry  asquith
160,bashar assad
161,hafez assad
162,assam
163,mustafa kemal  atatürk
164,battle of the  atlantic
165,atlantic charter
166,atomic bomb
167,clement  attlee
168,august coup
169,aung san suu kyi
170,aung san u
171,vincent  auriol
172,auschwitz
173,australia
174,austria
175,austria-hungary
176,austrian state treaty
177,aventine secession
178,manuel  ávila camacho
179,awami league
180,obafemi  awolowo
181,axis powers
182,ayatollah
183,jean-marc  ayrault
184,muhammad  ayub khan
185,manuel  azaña y díaz
186,azerbaijan
187,ismail al- azhari
188,nnamdi  azikiwe
189,josé maría  aznar lópez
190,ba'athism
191,baader‐meinhof group
192,ibrahim badamasi  babangida
193,michelle  bachelet jeria
194,1st baron baden‐powell of gilwell   robert stephenson smyth baden‐powell
195,pietro  badoglio
196,baghdad pact
197,commonwealth of the bahamas
198,egon  bahr
199,bahrain
200,jr.   howard henry baker
201,james addison iii  baker
202,kenneth  baker
203,baker  carr
204,kurmanbek  bakiyev
205,joaquín  balaguer
206,italo  balbo
207,leszek  balcerowicz
208,stanley  baldwin
209,alhaji sir abubakar tafawa  balewa
210,arthur james  balfour
211,balfour declaration
212,balilla
213,balkan pact
214,balkan wars
215,édouard  balladur
216,ba maw
217,banaba
218,hastings kamuzu  banda
219,joyce  banda
220,sirimavo ratwatte dias  bandaranaike
221,solomon west ridgeway dias  bandaranaike
222,bandung conference
223,bangladesh
224,ban ki‐moon
225,bantustan
226,bao dai
227,baptist church
228,ehud  barak
229,barbados
230,barbarossa
231,anthony  barber
232,alben william  barkley
233,mohammed siyad  barre
234,raymond  barre
235,josé manuel  barroso
236,jean louis  barthou
237,sir edmund  barton
238,bernard mannes  baruch
239,basic treaty
240,basques
241,jyoti  basu
242,fulgencio  batista y zaldívar
243,josé  batlle y ordóñez
244,mahmud celâl  bayar
245,birch  bayh
246,bay of pigs
247,bbc
248,1st earl beatty   david beatty
249,simone de  beauvoir
250,1st lord   william maxwell aitken beaverbrook
251,august  bebel
252,bechuanaland
253,józef  beck
254,menachem  begin
255,jan willem  beijen
256,belarus
257,fernando  belaúnde terry
258,belgium
259,belize
260,alhaji sir ahmadu  bello
261,belorussia
262,david  ben-gurion
263,yitzhak  ben‐zvi
264,zine el‐abidine  ben ali
265,mohammed ahmed  ben bella
266,chadli  bendjedid
267,benedict xvi
268,benelux customs union
269,eduard  beneš
270,bengal
271,benin
272,anthony neil wedgwood  benn
273,1st viscount bennett   richard bedford bennett
274,lloyd millard jr.  bentsen
275,pierre eugène  bérégovoy
276,lavrenty pavlovich  beria
277,sali  berisha
278,berlin
279,berlin–baghdad railway
280,enrico  berlinguer
281,silvio  berlusconi
282,bermuda
283,count   folke bernadotte
284,eduard  bernstein
285,annie   besant
286,aleksandr aleksandrovich  bessmertnykh
287,rómulo  betancourt
288,belisario  betancur cuartas
289,count istván  bethlen of bethlen
290,theobald von  bethmann hollweg
291,mary mcleod  bethune
292,aneurin  bevan
293,1st baron beveridge of tuggal   william henry beveridge
294,beveridge report
295,ernest  bevin
296,jan willem beyen
297,bharatiya janata party
298,vinoba  bhave
299,bhopal
300,adulyadej  bhumibol
301,bhutan
302,benazir  bhutto
303,zulfiqar ali  bhutto
304,biafran war
305,georges augustin  bidault
306,jr.   joseph  robinette biden
307,kurt hans  biedenkopf
308,bolesław  bierut
309,bikini island
310,steve  biko
311,carl  bildt
312,osama  bin laden
313,hassan moulai bin mohammed
314,vere cornwall bird
315,lord  birkenhead
316,maurice  bishop
317,paul  biya
318,bjp
319,hugo lafayette  black
320,black and tans
321,black consciousness
322,black dragon society
323,black monday
324,black power
325,blackshirts
326,black thursday
327,anthony charles lynton  blair
328,blitzkrieg
329,bloc québécois
330,bloody sunday
331,blue shirt society
332,léon  blum
333,john andrew  boehner
334,boer
335,boer war
336,jean-bédel  bokassa
337,boko haram
338,james  brendan  bolger
339,bolivia
340,bolsheviks
341,jair messias  bolsonaro
342,john robert  bolton
343,andrew bonar law
344,margaret grace  bondfield
345,georges–étienne  bonnet
346,ivanoe  bonomi
347,bophuthatswana
348,william edgar  borah
349,sir robert laird  borden
350,king of the bulgars  boris iii
351,martin  bormann
352,juan  bosch
353,subhas chandra  bose
354,bosnia
355,bosnia and herzegovina
356,bosnian civil war
357,louis  botha
358,p. w.  botha
359,botswana
360,lucien  bouchard
361,houari  boumédienne
362,habib ibn ali  bourguiba
363,abdelaziz  bouteflika
364,boutros  boutros-ghali
365,boxer rebellion
366,bo xilai
367,edward charles gurney  boyle
368,boy scouts
369,omar nelson  bradley
370,tom  bradley
371,brains trust
372,louis dembitz  brandeis
373,willy  brandt
374,brandt reports
375,karl hjalmar  branting
376,ionel  brătianu
377,wernher von  braun
378,algirdas-mikolas  brazauskas
379,brazil
380,brazzaville bloc
381,brazzaville declaration
382,treaty of  brest‐litovsk
383,bretton woods conference
384,brexit
385,leonid ilyich  brezhnev
386,aristide  briand
387,john w.  bricker
388,brinkmanship
389,battle of  britain
390,british empire
391,british expeditionary force
392,british north borneo
393,british south africa company
394,british union of fascists
395,british virgin islands
396,leon  brittan
397,william emerson iii  brock
398,alan francis brooke
399,edward william iii  brooke
400,bt.   sir basil stanlake brooke
401,earl russell  browder
402,edward g.  brown
403,george alfred  brown
404,gordon  brown
405,brownshirt
406,kansas brown  board of education of topeka
407,1st viscount bruce of melbourne   stanley bruce
408,gro harlem  brundtland
409,brunei
410,heinrich  brüning
411,aleksey alekseevich  brusilov
412,treaty of  brussels
413,john gerard  bruton
414,william jennings  bryan
415,patrick joseph  buchanan
416,sir peter  buck
417,buddhism
418,muhammadu  buhari
419,nikolai ivanovich  bukharin
420,bukovina
421,nikolai aleksandrovich  bulganin
422,bulgaria
423,battle of the bulge
424,bernhard heinrich martin fürst von  bülow
425,ralph  bunche
426,warren earl  burger
427,burkina faso
428,burma
429,burma campaigns
430,burundi
431,george herbert walker  bush
432,george walker  bush
433,bush election victory
434,bush  gore
435,busing
436,sir william alexander  bustamante
437,prince mangosuthu gatsha  buthelezi
438,richard austen  butler
439,harry flood  byrd
440,jane  byrne
441,james francis  byrnes
442,cabinet mission plan
443,amílcar lopes  cabral
444,marcello josé das neves alves  caetano
445,cairo conference
446,felipe  calderón hinojosa
447,caliphate movement
448,james  callaghan
449,plutarcho elías  calles
450,arthur augustus  calwell
451,cambodia
452,battle of cambrai
453,david william donald  cameron
454,cameroon
455,campaign for nuclear disarmament
456,alastair  campbell
457,avril phaedra  campbell
458,sir henry  campbell-bannerman
459,camp david accords
460,canada
461,patriation of canadian constitution
462,canadian first nations
463,canadian labour congress
464,wilhelm  canaris
465,joseph  cannon
466,cape verde
467,capitalism
468,battle of  caporetto
469,lázaro  cárdenas del río
470,cardinal principles
471,fernando henrique  cardoso
472,hugh leo  carey
473,tiburcio  carías andino
474,caribbean community
475,peter alexander rupert  carington
476,ingvar  carlsson
477,antónio óscar de fragoso  carmona
478,carol ii
479,venustiano  carranza
480,baron carson of duncairn   edward henry carson
481,jr   james  earl carter
482,carter doctrine
483,casablanca conference
484,roger  casement
485,baron   richard gavin gardiner casey
486,rené  cassin
487,barbara anne  castle
488,fidel  castro ruz
489,raúl modesto  castro ruz
490,roman catholic church
491,carrie chapman  catt
492,aníbal  cavaco silva
493,edith  cavell
494,cayman islands
495,cdu
496,nicolae  ceauşescu
497,cento
498,central african federation
499,central african republic
500,central american common market
501,central american free trade area
502,central intelligence agency
503,central powers
504,centre party
505,centro cristiano democratico
506,aimé fernand  césaire
507,cgt
508,jacques  chaban delmas
509,chaco war
510,chad
511,neville  chamberlain
512,joseph  chamberlain
513,sir  austen  chamberlain
514,violeta barrios de  chamorro
515,chanak crisis
516,chang hsüeh‐liang
517,chappaquidick
518,jean j.  charest
519,mary eugenia  charles
520,king  charles iii
521,charlottetown accord
522,charter '77
523,césar estrada  chávez
524,hugo  chávez frías
525,viktor mikhailovich  chebrikov
526,chechnya
527,cheka
528,chen duxiu
529,richard  bruce  cheney
530,chen yi
531,chen yun
532,konstantin ustinovich  chernenko
533,chernobyl
534,viktor stepanovich  chernomyrdin
535,vulko  chervenkov
536,chetniks
537,chiang ch'ing
538,chiang ching-kuo
539,chiang kai-shek
540,chiapas rebellion
541,chicanos
542,lord moyola   james dawson chichester‐clark
543,joseph benedict  chifley
544,chile
545,frederick titus  chiluba
546,china
547,people's republic of china
548,chinese civil war
549,chinese people's political consultative conference
550,chinese revolution
551,chin peng
552,jacques  chirac
553,shirley anita  chisholm
554,joaquim alberto  chissano
555,chou en‐lai
556,joseph jacques jean  chrétien
557,christian democratic party
558,christian democrats
559,christmas island
560,frank  church
561,sir winston leonard spencer  churchill
562,church of england
563,church of scotland
564,chu teh
565,cia
566,count galeazzo  ciano
567,cio
568,cis
569,ciskei
570,civil rights acts
571,civil rights movement
572,charles joseph  clark
573,helen  clark
574,kenneth  clarke
575,clc
576,clean government party
577,nick  clegg
578,georges  clemenceau
579,clark mcadams  clifford
580,climate change
581,hillary diane rodham  clinton
582,william  jefferson  clinton
583,cln
584,clnai
585,john robert  clynes
586,cnd
587,cni
588,joseph gordon  coates
589,corneliu zelea  codreanu
590,cod wars
591,cohabitation
592,cold war
593,hendrikus  colijn
594,collaboration
595,collectivism
596,michael  collins
597,colombia
598,colombo plan
599,colonels' coup
600,comecon
601,comintern
602,comité national français
603,committee for national liberation
604,common agricultural policy
605,house of commons
606,commonwealth of nations
607,communauté française
608,communism
609,india communist parties
610,communist party
611,communist party
612,china communist party
613,cuba communist party
614,indonesia communist party
615,italy communist party
616,japan communist party
617,south africa communist party
618,soviet union communist party
619,spain communist party
620,comoros
621,concentration camps
622,confédération des syndicats nationaux
623,conference on security and cooperation in europe
624,congo
625,democratic republic of congo
626,congo crisis
627,indian national congress
628,congress of the united states
629,john bowden  connally
630,baron franz  conrad von hötzendorf
631,canada conservative party
632,south africa conservative party
633,uk conservative party
634,constantinople agreement
635,european constitutional convention
636,constitutional friends association
637,treaty establishing a constitution for europe
638,containment
639,lansana  conté
640,continuation war
641,contras
642,robin  cook
643,sir joseph  cook
644,cook islands
645,john calvin  coolidge
646,canada cooperative commonwealth federation
647,cooperative organizations
648,copenhagen criteria
649,battle of the  coral sea
650,jeremy  corbyn
651,corfu incident
652,corfu pact
653,corporatism
654,liam  cosgrave
655,william thomas  cosgrave
656,costa rica
657,john aloysius  costello
658,côte d'ivoire
659,cotonou agreement
660,rené  coty
661,count richard nicolas von  coudenhove‐kalergi
662,council of europe
663,country party
664,coupon election
665,maurice jacques  couve de murville
666,viscount craigavon   sir james craig
667,alan  cranston
668,benedetto  craxi
669,henry duncan graham  crerar
670,édith  cresson
671,crete
672,crimea
673,sir  stafford  cripps
674,cristero revolt
675,croatia
676,benedetto  croce
677,charles anthony raven  crosland
678,richard howard stafford  crossman
679,csce
680,csu
681,cuba
682,cuban missile crisis
683,cultural revolution
684,mario matthew  cuomo
685,james michael  curley
686,curragh incident
687,sir arthur william  currie
688,john joseph  curtin
689,marquess of kedleston   george nathaniel curzon
690,curzon line
691,cyprus
692,czechoslovakia
693,czech republic
694,gabriele  d'annunzio
695,d‐day
696,dad's army
697,dahomey
698,daily telegraph affair
699,édouard  daladier
700,dalai lama
701,snr   richard joseph daley
702,edward hugh john neale  dalton
703,joseph kwame kyeretwi boakye  danquah
704,danzig
705,dardanelles
706,darfur
707,françois  darlan
708,alastair maclean  darling
709,king david hotel
710,john w.  davis
711,charles gates  dawes
712,dawes plan
713,moshe  dayan
714,dayton agreement
715,alfred  deakin
716,marcel  déat
717,emilio  de bono
718,michel  debré
719,eugene victor  debs
720,declaration of human rights
721,decolonization
722,gaston paul charles  defferre
723,alcide  de gasperi
724,charles  de gaulle
725,frederik willem  de klerk
726,jacques  delors
727,lothar  de maizière
728,süleyman  demirel
729,south africa democratic alliance
730,australia democratic labor party
731,democratic movement
732,new zealand democratic party
733,usa democratic party
734,democratic party of japan
735,democratic unionist party
736,deng xiaoping
737,anton ivanovich  denikin
738,flora macdonald  denison
739,denmark
740,department of homeland security
741,the great  depression
742,morarji  desai
743,desegregation
744,détente
745,courken george  deukmejian
746,éamon  de valera
747,dominique  de villepin
748,thomas edmund  dewey
749,porfirio  díaz
750,dictation test
751,john george  diefenbaker
752,dien bien phu
753,dieppe raid
754,martin  dies
755,georgi mikhailovich  dimitrov
756,david  dinkins
757,luisa  diogo
758,abdou  diouf
759,everett mckinley  dirksen
760,disarmament
761,dixiecrat
762,djibouti
763,milovan  djilas
764,zoran  djindjić
765,dkp
766,dobrudja
767,anatoly fedorovich  dobrynin
768,doihara kenji
769,doi takako
770,robert  joseph  dole
771,engelbert  dollfuss
772,dominica
773,dominican republic
774,dominions
775,domino theory
776,karl  dönitz
777,dopolavoro
778,jacques  doriot
779,josé eduardo  dos santos
780,helen gahagan  douglas
781,william orville  douglas
782,alexander frederick  douglas-home
783,paul  doumer
784,gaston  doumergue
785,baron dowding of bentley priory   hugh caswall tremenheere dowding
786,downing street declaration
787,willem  drees
788,dresden raid
789,dreyfus affair
790,janez  drnovšek
791,sir james eric   drummond
792,druze
793,josé napoleón  duarte
794,alexander  dubček
795,william edward burghardt  du bois
796,il duce
797,jacques  duclos
798,michael stanley  dukakis
799,john foster  dulles
800,duma
801,dumbarton oaks conference
802,treaty of  dunkirk
803,dunkirk evacuation
804,maurice le noblet duplessis
805,dutch east indies
806,dutch guyana
807,rodrigo roa  duterte
808,eurico gaspar  dutra
809,françois  duvalier
810,jean‐claude  duvalier
811,dyarchy
812,feliks edmundovich  dzerzhinsky
813,easter rising
814,james oliver  eastland
815,east timor
816,friedrich  ebert
817,félix  éboué
818,ec
819,bülent  ecevit
820,luis  echeverría álvarez
821,economic and social council
822,economic community of west african states
823,ecowas
824,ecsc
825,ecuador
826,ecumenical movement
827,robert anthony  eden
828,edward vii
829,edward viii
830,eec
831,efta
832,egypt
833,karl adolf  eichmann
834,luigi  einaudi
835,albert  einstein
836,éire
837,dwight david  eisenhower
838,eisenhower doctrine
839,battles of  el alamein
840,elizabeth ii
841,ellice islands
842,ellis island
843,el salvador
844,british empire
845,emu
846,enabling act
847,encyclical
848,enewetak island
849,england
850,enron
851,entebbe raid
852,entente cordiale
853,eoka
854,equatorial guinea
855,recep tayyip  erdogan
856,ludwig  erhard
857,eritrea
858,tage fritiof  erlander
859,erm
860,ermächtigungsgesetz
861,erp
862,samuel james jr.  ervin
863,matthias  erzberger
864,levi  eshkol
865,esquipulas ii
866,estado novo
867,estonia
868,eswatini
869,eta
870,ethiopia
871,eu
872,eupen-malmédy
873,eurasian economic union
874,euratom
875,euro
876,eurocommunism
877,european coal and steel community
878,european commission
879,european community
880,european council
881,european court of justice
882,european economic community
883,european free trade association
884,european integration
885,european migration crisis
886,european parliament
887,european recovery program
888,founding treaties of european union
889,herbert vere  evatt
890,évian agreements
891,fabian society
892,laurent  fabius
893,luigi  facta
894,fahd ibn abd al-aziz al-saud
895,fair deal
896,faisal i
897,faisal ibn abd al‐aziz
898,faisal ii
899,falange española tradicionalista
900,falklands war
901,amintore  fanfani
902,roberto  farinacci
903,faroe islands
904,farouk i
905,louis farrakhan
906,fascism
907,fascist grand council
908,italy fascist movement
909,al‐ fatah
910,orval eugene  faubus
911,arthur brian deane  faulkner
912,edgar  faure
913,fbi
914,fdp
915,federal bureau of investigation
916,federal reserve system
917,federated states of micronesia
918,dianne  feinstein
919,feminism
920,geraldine anne  ferraro
921,fianna fáil
922,robert  fico
923,fifth column
924,joão baptista de oliveira  figueiredo
925,josé  figueres ferrer
926,fiji
927,françois  fillon
928,final solution
929,fine gael
930,finland
931,finnish–russian war
932,first nations
933,first world war
934,andrew  fisher
935,lord fitt of bell's hill   gerard fitt
936,garret  fitzgerald
937,fiume
938,five-star movement
939,fln
940,flq
941,fnr
942,ferdinand  foch
943,food and agriculture organization
944,michael  foot
945,football war
946,george william  forbes
947,forces françaises libres
948,gerald rudolph  ford
949,french foreign legion
950,james vincent  forrestal
951,forza italia
952,four freedoms
953,fourteen points
954,vicente  fox quesada
955,franc‐tireur
956,france
957,louis félix  franchet d'espèrey
958,pope  francis
959,francis joseph i
960,itamar augusto  franco
961,francisco  franco bahamonde
962,frank trial
963,john malcolm  fraser
964,peter  fraser
965,free french
966,freikorps
967,eduardo  frei montalva
968,eduardo  frei ruiz‐tagle
969,frelimo
970,french community
971,french empire
972,french equatorial africa
973,french guiana
974,french polynesia
975,french union
976,french west africa
977,frente sandinista de liberación nacional
978,1st baron   sir bernard cyril freyberg
979,betty  friedan
980,front de libération du québec
981,front de libération nationale
982,front national
983,front national
984,ahmad  fuad i
985,führer
986,alberto kenya  fujimori
987,fukuda takeo
988,james william  fulbright
989,yekaterina alekseevna  furtseva
990,fyrom
991,gabon
992,muammar muhammad  gaddafi
993,yegor timurovich  gaidar
994,rashid ali al-  gailani
995,hugh todd naylor  gaitskell
996,gallipoli campaign
997,leopoldo fortunato  galtieri
998,the gambia
999,zviad konstantinovich  gamsakhurdia
1000,indira  gandhi
1001,mohandas karamchand  gandhi
1002,rajiv  gandhi
1003,sonia  gandhi
1004,gang of four
1005,john nance  garner
1006,marcus moziah  garvey
1007,robert michael  gates
1008,gatt
1009,charles de gaulle
1010,gaullism
1011,gaza-jericho agreement
1012,gaza strip
1013,gdansk
1014,gdr
1015,geddes axe
1016,ernesto  geisel
1017,timothy  geithner
1018,amine  gemayel
1019,general assembly
1020,british  general strike
1021,winnipeg general strike
1022,geneva agreements
1023,geneva conventions
1024,hans-dietrich  genscher
1025,giovanni  gentile
1026,george v
1027,george vi
1028,georgia
1029,german democratic republic
1030,german question
1031,germany
1032,ernö  gerö
1033,gestapo
1034,ghana
1035,mohammad ashraf  ghani
1036,gheorghe  gheorghiu-dej
1037,ghetto
1038,vo nguyen  giap
1039,gibraltar
1040,edward  gierek
1041,gilbert islands
1042,julia eileen  gillard
1043,newton leroy  gingrich
1044,giovanni  giolitti
1045,gioventù italiana del littorio
1046,girl guides
1047,valéry  giscard d'estaing
1048,glasnost
1049,jozef  glemp
1050,global financial crisis
1051,globalization
1052,goa
1053,josef  goebbels
1054,golan heights
1055,gold coast
1056,gold standard
1057,vida jane mary  goldstein
1058,barry morris  goldwater
1059,juan vicente  gómez
1060,władysław  gomułka
1061,felipe  gonzález márquez
1062,good friday agreement
1063,good neighbor policy
1064,gop
1065,mikhail sergeyevich  gorbachev
1066,patrick chrestien  gordon walker
1067,albert jr  gore
1068,hermann wilhelm  göring
1069,klement  gottwald
1070,joão  goulart
1071,government of india acts
1072,yakubu  gowon
1073,antonio  gramsci
1074,grand old party
1075,great britain
1076,greater east asian co-prosperity sphere
1077,great leap forward
1078,great purge
1079,great society
1080,the great war
1081,andrei antonovich  grechko
1082,greece
1083,greek colonels
1084,greenland
1085,germany green party
1086,uk green party
1087,greenpeace
1088,green revolution
1089,arthur  greenwood
1090,grenada
1091,edward  grey
1092,arthur  griffith
1093,joseph  grimond
1094,viktor vasilyevich  grishin
1095,andrei  gromyko
1096,giovanni  gronchi
1097,otto  grotewohl
1098,petru  groza
1099,grundlagenvertrag
1100,guadeloupe
1101,guam
1102,guandong
1103,guantánamo bay
1104,guatemala
1105,jules  guesde
1106,ernesto ‘che’  guevara
1107,guides
1108,guild socialism
1109,guinea
1110,guinea-bissau
1111,gulag
1112,gulf war
1113,gulf war
1114,guomindang
1115,josé alexandre  gusmão
1116,gustavson lake
1117,antónio  guterres
1118,guyana
1119,guyane française
1120,haakon vii
1121,haganah
1122,william  hague
1123,hague peace conferences
1124,jr.   alexander meigs haig
1125,1st earl haig of bemersyde   douglas haig
1126,emperor  haile selassie i
1127,lord hailsham
1128,haiti
1129,richard burden  haldane
1130,earl of   edward frederick lindley wood halifax
1131,charles abraham  halleck
1132,hallstein doctrine
1133,william frederick  halsey
1134,hamaguchi osachi
1135,hamas
1136,dag hjalmar agne carl  hammarskjöld
1137,philip anthony  hammond
1138,marcus alonzo  hanna
1139,hara takashi
1140,james keir  hardie
1141,warren gamaliel  harding
1142,rafiq al‐  hariri
1143,stephen joseph  harper
1144,william averell  harriman
1145,arthur travers  harris
1146,gary warren  hart
1147,harvester judgment
1148,hasan al‐banna
1149,hashemite dynasty
1150,hashimoto ryūtarō
1151,hassan ii
1152,mark odom  hatfield
1153,hatoyama ichirō
1154,roy  hattersley
1155,charles james  haughey
1156,václav  havel
1157,robert  hawke
1158,hay–buneau–varilla treaty
1159,víctor raúl  haya de la torre
1160,friedrich august von  hayek
1161,anna  hazare
1162,denis winston  healey
1163,sir edward  heath
1164,derick  heathcoat-amory
1165,gustav  heinemann
1166,hejaz railway
1167,jesse a.  helms
1168,helsinki conference
1169,arthur  henderson
1170,konrad  henlein
1171,édouard marie  herriot
1172,james barry munnik  hertzog
1173,theodor  herzl
1174,roman  herzog
1175,michael  heseltine
1176,rudolf walter richard  hess
1177,theodor  heuss
1178,reinhard  heydrich
1179,hezbollah
1180,heinrich  himmler
1181,paul von  hindenburg
1182,hinduism
1183,hindu mahasabha
1184,hipc initiative
1185,hirohito michinomiya
1186,hiroshima
1187,hirota kōki
1188,histadrut
1189,adolf  hitler
1190,hitler–stalin pact
1191,hitler putsch
1192,hitler youth
1193,samuel john gurney  hoare
1194,leonard trelawny  hobhouse
1195,john atkinson  hobson
1196,ho chi minh
1197,james  riddle  hoffa
1198,quintin mcgarel  hogg
1199,holland
1200,sir sidney george  holland
1201,françois   hollande
1202,holocaust
1203,sir keith jacka  holyoake
1204,lord home
1205,home guard
1206,honduras
1207,erich  honecker
1208,hong kong
1209,herbert clark  hoover
1210,john edgar  hoover
1211,gyula  horn
1212,nikolaus miklós  horthy de nagybánya
1213,félix  houphouët-boigny
1214,house of commons
1215,john winston  howard
1216,geoffrey  howe
1217,enver  hoxha
1218,hua guofeng
1219,huai‐hai campaign
1220,viscount malvern   godfrey martin huggins
1221,charles evans  hughes
1222,william  morris  hughes
1223,hu jintao
1224,hukbalahap  movement
1225,cordell  hull
1226,human rights
1227,john  hume
1228,hubert horatio  humphrey
1229,hundred flowers campaign
1230,hungarian revolution
1231,hungary
1232,hun sen
1233,douglas  hurd
1234,gustáv  husák
1235,saddam  hussein
1236,hussein ibn ali
1237,hussein ibn talal
1238,hu yaobang
1239,hyderabad
1240,hydrogen bomb
1241,carlos  ibáñez del campo
1242,dolores  ibárruri gómez
1243,ibn saud
1244,iceland
1245,ichikawa fusae
1246,ikeda hayato
1247,ion  iliescu
1248,imf
1249,immigration legislation
1250,immigration legislation
1251,immigration legislation
1252,immigration legislation
1253,immigration legislation
1254,imperial conferences
1255,imperialism
1256,imperial preference
1257,imperial rule assistance association
1258,independent labour party
1259,france independent republican party
1260,india
1261,india acts
1262,indian army
1263,indirect rule
1264,indo‐chinese war
1265,indo‐pakistan wars
1266,indochina
1267,indochina war
1268,indonesia
1269,indonesian communist party
1270,industrial workers of the world
1271,inf treaty
1272,inkatha yenkululeko yesizwe
1273,ismet  inönü
1274,inter‐american treaty of reciprocal assistance
1275,intergovernmental conference
1276,international atomic energy agency
1277,international bank for reconstruction and development
1278,international brigades
1279,international court of justice
1280,international criminal court
1281,international labour organization
1282,international monetary fund
1283,intifada
1284,inuit
1285,invergordon mutiny
1286,ipperwash lake
1287,muhammad  iqbal
1288,ira
1289,iran
1290,iran–contra affair
1291,iran–iraq war
1292,iran hostage crisis
1293,iraq
1294,iraq war
1295,northern ireland
1296,republic of ireland
1297,irgun
1298,hipólito irigoyen
1299,iron curtain
1300,iron guard
1301,irredentism
1302,irwin declaration
1303,sir isaac alfred  isaacs
1304,ishiwara kanji
1305,isis
1306,islam
1307,islamic fundamentalism
1308,isolationism
1309,israel
1310,italian campaign
1311,italian social republic
1312,italo‐ethiopian war
1313,italy
1314,battle of  iwo jima
1315,alija  izetbegovic
1316,henry martin  jackson
1317,jesse  jackson
1318,miloš  jakeš
1319,jamaica
1320,jameson raid
1321,janata morcha
1322,japan
1323,constitution of  japan
1324,japan–united states security treaty
1325,jarrow march
1326,wojciech witold  jaruzelski
1327,jean léon  jaurès
1328,jacob koppel  javits
1329,sir dawda kairaba  jawara
1330,junius richard  jayawardene
1331,jedwabne massacre
1332,jehovah's witnesses
1333,1st earl jellicoe   john rushworth jellicoe
1334,roy  jenkins
1335,jerusalem
1336,jewish agency
1337,jewish brigade
1338,jewish legion
1339,jews
1340,jiang jieshi
1341,jiang jingguo
1342,jiang qing
1343,jiangxi soviet republic
1344,jiang zemin
1345,jim crow
1346,mohammad ali  jinnah
1347,alfred  jodl
1348,joseph jacques césaire  joffre
