SpeechID	POTUS	Date	SpeechTitle	Type	RawText	SpeechURL	Summary	Source	Location	Original source
VSKH711201976	Kamala Harris	2019-11-07	Harris Statement on PG&E's Failure to Ensure Equal Access to Wildfire Recovery Tools	statement	"U.S. Senator Kamala D. Harris (D-CA) on Thursday released a statement as Californians seeking assistance from PG&E in the aftermath of the Kincade Fire in Sonoma County experienced numerous obstacles, including a lack of Spanish-language forms and PG&E staff asking for IDs, which are not necessary for the claims process. ""Over the past month, communities across California have been forced to endure mass blackouts, some lasting for nearly a week, in order to prevent PG&E's aging and faulty equipment from sparking a deadly wildfire. Now, as these communities begin to recover, it has become clear that PG&E was not prepared to properly assist many families, particularly immigrant families and families that primarily speak Spanish. ""My staff has been a regular presence on the ground at the Healdsburg Local Assistance Center (LAC) since the outbreak of the Kincade Fire in late October. At the Healdsburg LAC, they have observed that PG&E claims forms are only available in English, despite the fact that the burden of last month's power shutoffs fell disproportionately on Spanish-speaking communities. A PG&E representative has assured my staff that they are currently in the process of translating these, and I hope they will honor that commitment. ""Further, my staff has observed PG&E employees asking individuals for their IDs. There is no reasonable justification for PG&E staff to make this request, especially given the hostile environment that this administration has fostered towards immigrant communities. PG&E leadership must immediately make it clear that this is unacceptable and that everybody, regardless of status, is eligible for recovery assistance. ""As the nation's largest utility, PG&E has a unique role to play in the continued safety of the communities it serves. That starts with ensuring that every Californian who has been impacted by wildfires and blackouts has equal access to the tools they need to begin to put their lives back together."""	https://votesmart.org/public-statement/1382390/harris-statement-on-pges-failure-to-ensure-equal-access-to-wildfire-recovery-tools&speechType=6	Civil Liberties and Civil Rights Environment		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-statement-on-pgandes-failure-to-ensure-equal-access-to-wildfire-recovery-tools-
VSKH1311201975	Kamala Harris	2019-11-13	After PG&E's Failures, Harris Introduces Legislation to Eliminate Bonuses for Executives of Bankrupt Utility Compa ...	statement	"U.S. Senator Kamala D. Harris (D-CA) on Wednesday introduced the Accountability for Utility Executives Act, legislation to ensure that publicly-traded utility companies going through bankruptcy cannot reward their executives with bonuses or trips. This year in California, utility companies have left millions of people up and down the state without power in order to avoid sparking wildfires and to limit their own legal and financial liability. ""Years of corporate negligence and misplaced priorities by energy utilities like PG&E have caused devastating fires and costly blackouts, which is exactly what happens when publicly traded utilities put corporate profits and stock prices above their customers and public safety,"" said Harris. ""My commonsense bill will make sure executives of bankrupt utility companies won't be rewarded with big bonuses and free trips after their failures leave millions of people without essential services like power or water. These companies should serve the people, not plunge them into darkness or cause a massive wildfire, and they shouldn't cash in after years of systemic failures."" In January, PG&E, which provides electricity to approximately 16 million people in Northern California, filed for bankruptcy protection after state regulators determined its equipment had sparked 17 wildfires in 2017, raising the possibility that PG&E would face tens of billions of dollars of liability. In June, PG&E announced plans to give its top executives nearly $11 million in bonuses, which a U.S. Bankruptcy Court judge later halted. Last month, mere days before beginning to shut off customers' power throughout Northern California, PG&E sent nearly a dozen employees to a winery on the company dime, in the same county where two years earlier PG&E power poles caused deadly wildfires that forced thousands of families to evacuate."	https://votesmart.org/public-statement/1385240/after-pges-failures-harris-introduces-legislation-to-eliminate-bonuses-for-executives-of-bankrupt-utility-companies&speechType=6	Business and Consumers		Washington, DC	https://www.harris.senate.gov/news/press-releases/after-pgandes-failures-harris-introduces-legislation-to-eliminate-bonuses-for-executives-of-bankrupt-utility-companies
VSKH1911201974	Kamala Harris	2019-11-19	Following Supreme Court Oral Argument, Harris Resolution Affirms 150-Year-Old Federal Civil Rights Law	statement	"U.S. Senator Kamala D. Harris (D-CA) on Monday introduced a Senate resolution affirming the importance of the Civil Rights Act of 1866, Section 1981, one of the country's fundamental anti-discrimination laws. Congresswoman Maxine Waters (D-CA), Chairwoman of the House Financial Services Committee, introduced a companion resolution in the U.S. House of Representatives. Harris' resolution follows oral argument in the United States Supreme Court case, Comcast Corporation v. National Association of African American-Owned Media and Entertainment Studios Networks, Inc. The issue before the Court is whether victims of race discrimination must meet the burdensome ""but-for"" causation standard in order to proceed with claims under the oldest federal civil rights law. If successful, Comcast's arguments would narrow a key civil rights law that protects against race discrimination. ""Just one year after the end of the Civil War, Congress passed the Civil Rights Act of 1866 to remove barriers to contracting and Black economic advancement,"" said Senator Harris. ""It ensured that newly freed slaves enjoyed the same rights as other citizens. This case threatens to limit the effectiveness of our oldest civil rights law and could prevent countless victims, particularly Black people and people of color, from pursuing claims of race discrimination in our courts. That is why I am proud to lead my Senate colleagues in a resolution to affirm the importance of upholding longstanding protections against discrimination. I thank Congresswoman Waters for her tireless leadership in the fight for justice."" ""More than a century after the passage of the Civil Rights Act of 1866, it is absolutely outrageous that one of the largest media companies in the world would have the audacity to petition the U.S. Supreme Court to hear arguments in a case that undermines this vital law,"" said Congresswoman Waters. ""Nearly ten years ago when Comcast sought to merge with NBC Universal, both companies were forced, under pressure from my efforts in Congress and the FCC, to commit to credible diversity and inclusion initiatives as a condition for the merger. Today, they are seeking to effectively destroy one of our nation's oldest civil rights statutes dating back to Reconstruction. In doing so, Comcast is opening the flood gates to discrimination in business contracts with no legal remedy or recourse. Those of us who know our history, understand all too well the harmful impact this could have on future generations of entrepreneurs and creators of color. I am proud to lead my colleagues in a resolution that makes clear that any and all assaults on civil rights protections for Americans , particularly people of color and other marginalized groups , will not be tolerated by the U.S. Congress."" The statute at issue in the case, 42 U.S.C. Section 1981, was passed immediately after the Civil War as part of a broader effort to ensure that newly freed slaves enjoyed the same rights as other citizens. The Ninth Circuit interpreted Section 1981 to allow victims to allege that race was a motivating factor for a defendant's refusal to contract, rather than the ""but for"" cause of harm. Comcast appealed to the U.S. Supreme Court, where it argues for a burdensome pleading standard that would greatly limit access to the courts for victims of discrimination. On September 30, Harris led an amicus brief in the United States Supreme Court in support of the Ninth Circuit's ruling, arguing that, under the statute, plaintiffs can proceed with claims where race discrimination is a motivating factor, but not the sole cause of harm. Harris' resolution is joined by Senators Richard Blumenthal (D-CT), Cory Booker (D-NJ), Dianne Feinstein (D-CA), Mazie K. Hirono (D-HI), Elizabeth Warren (D-MA), and Ron Wyden (D-OR), and is supported by the NAACP."	https://votesmart.org/public-statement/1385266/following-supreme-court-oral-argument-harris-resolution-affirms-150-year-old-federal-civil-rights-law&speechType=6	Civil Liberties and Civil Rights		Washington, DC	https://www.harris.senate.gov/news/press-releases/following-supreme-court-oral-argument-harris-resolution-affirms-150-year-old-federal-civil-rights-law
VSKH1911201973	Kamala Harris	2019-11-19	Harris Introduces Legislation to Ensure Toxic Waste Sites Are Resilient to Climate Change	statement	"U.S. Senator Kamala D. Harris (D-CA) on Tuesday introduced the Preparing Superfund for Climate Change Act, legislation requiring the Environmental Protection Agency (EPA) to incorporate climate change into their plans for overseeing Superfund sites, which contain toxic waste and other contaminants harmful to Americans' health. While the Trump administration yesterday rejected a recommendation from the Government Accountability Office (GAO) to consider the impact of climate change on these toxic waste sites, Harris' legislation would mandate this under the law. On Monday, the GAO released a report concluding that Superfund sites across the country are underprepared for the impact of the climate crisis, which has the potential to disrupt toxic sites and release contaminants into the environment and surrounding communities. In December 2017, Harris led a letter to the GAO requesting such a report. ""We can no longer ignore the fact that the climate crisis is here and it's in our backyard. Hurricanes, wildfires, and other natural disasters are growing in intensity and threatening to unleash some of our nation's most toxic sites on surrounding areas, especially waste sites located in close proximity to low-income communities and communities of color,"" said Senator Harris. ""My legislation will ensure that the EPA and those responsible incorporate climate change into cleanup plans for current and future Superfund sites and that we are preserving our nation's ability to clean up pollution and protect communities in the era of a changing climate."" In recent years, natural disasters have had a direct impact on Superfund sites and risked serious harm to communities already reeling from the devastation of natural disasters. In 2017, Hurricane Harvey led to floods at 13 Superfund sites and breaches at two. In 2018, the Carr Fire in California burned through the Iron Mountain Mine site causing fires in pipes necessary to clean up the site and had the potential to result in an explosion that would have expelled dangerous chemicals throughout the surrounding area. Specifically, the Preparing Superfund for Climate Change Act: Requires the potential threat to human health and the environment associated with local natural disasters and hazards due to climate change to be incorporated into any plans to clean-up a superfund site; andRequires that local natural disasters and extreme weather hazards, including any projected exacerbation or change in those disasters and hazards due to climate change be taken into account in the periodic review of whether a clean-up plan is adequately protective."	https://votesmart.org/public-statement/1385269/harris-introduces-legislation-to-ensure-toxic-waste-sites-are-resilient-to-climate-change&speechType=6	Environment		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-introduces-legislation-to-ensure-toxic-waste-sites-are-resilient-to-climate-change
VSKH2011201972	Kamala Harris	2019-11-20	Harris Applauds House Committee Passage of Marijuana Reform Legislation	statement	"U.S. Senator Kamala D. Harris (D-CA) on Wednesday applauded the House Judiciary Committee after it advanced the Marijuana Opportunity Reinvestment and Expungement Act, a comprehensive marijuana reform bill introduced by Senator Harris and House Judiciary Committee Chairman Jerrold Nadler (D-NY). ""As more states legalize marijuana, millions of Americans with marijuana-related convictions continue to face overwhelming barriers to jobs, education, and housing,"" said Senator Harris. ""That is why we must act to remove the burden of marijuana convictions and make sure these individuals have the support needed to move forward. It is also critical that everyone , especially people of color who have been disproportionately impacted by the War on Drugs , has a real opportunity to participate in this growing industry. This is a matter of racial and economic justice. I am grateful for Chairman Nadler's partnership on this issue and for his leadership in moving this legislation forward. I look forward to the House of Representatives passing our legislation soon."" ""I have long believed that the criminalization of marijuana has been a mistake, and the racially disparate enforcement of marijuana laws has only compounded this mistake,"" said Chairman Nadler. ""While states have led the way in reform, our federal laws have not kept pace with the obvious need for change. With the passage of the MORE Act today, the Judiciary Committee has taken long overdue steps to address the devastating injustices caused by the War on Drugs and to finally decriminalize marijuana at the federal level."" The Marijuana Opportunity Reinvestment and Expungement Act aims to correct the historical injustices of failed drug policies that have disproportionately impacted communities of color and low-income communities by requiring resentencing and expungement of prior convictions. This will create new opportunities for individuals as they work to advance their careers, education, and overall quality of life. Immigrants will also benefit from the Marijuana Opportunity Reinvestment and Expungement Act, as they will no longer be subject to deportation or citizenship denial based solely on a marijuana offense. The Marijuana Opportunity Reinvestment and Expungement Act also ensures that all benefits in the law are available to juvenile offenders. Specifically, the Marijuana Opportunity Reinvestment and Expungement Act: Legalizes marijuana at the federal level by removing the substance from the Controlled Substances Act. This applies retroactively to prior and pending convictions, and enables states to set their own policy.Requires federal courts to expunge prior convictions, allows prior offenders to request expungement, and requires courts, on motion, to conduct re-sentencing hearings for those still under supervision.Authorizes the assessment of a 5% sales tax on marijuana and marijuana products to create an Opportunity Trust Fund, which includes three grant programs:The Community Reinvestment Grant Program: Provides services to the individuals most adversely impacted by the War on Drugs, including job training, re-entry services, legal aid, literacy programs, youth recreation, mentoring, and substance use treatment. The Cannabis Opportunity Grant Program: Provides funds for loans to assist small businesses in the marijuana industry that are owned and controlled by socially and economically disadvantaged individuals.The Equitable Licensing Grant Program: Provides funds for programs that minimize barriers to marijuana licensing and employment for the individuals most adversely impacted by the War on Drugs.Opens up Small Business Administration funding for legitimate cannabis-related businesses and service providers.Provides non-discrimination protections for marijuana use or possession, and for prior convictions for a marijuana offense:Prohibits the denial of any federal public benefit (including housing) based on the use or possession of marijuana, or prior conviction for a marijuana offense.Provides that the use or possession of marijuana, or prior conviction for a marijuana offense, will have no adverse impact under the immigration laws.Requires the Bureau of Labor Statistics to collect data on the demographics of the industry to ensure people of color and those who are economically disadvantaged are participating in the industry.The Marijuana Opportunity Reinvestment and Expungement Act has the support of a broad coalition of civil rights, criminal justice, drug policy, and immigration groups."	https://votesmart.org/public-statement/1385845/harris-applauds-house-committee-passage-of-marijuana-reform-legislation&speechType=6	Marijuana		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-applauds-house-committee-passage-of-marijuana-reform-legislation
VSKH2111201971	Kamala Harris	2019-11-21	Harris, Colleagues Call Out Trump Admin Efforts to Promote Junk Health Care Plans	statement	"U.S. Senator Kamala D. Harris (D-CA) on Thursday joined Senators Jeanne Shaheen (D-NH) and Debbie Stabenow (D-MI) and 20 of their colleagues in sending a letter to the Centers for Medicare and Medicaid Services (CMS) and the Inspector General for the Department of Health and Human Services (HHS), requesting that the agencies answer for the Trump administration's efforts to promote junk plans to the American public during the Open Enrollment period for health insurance coverage. The Senators draw attention to the fact that the Trump administration-operated HealthCare.gov website is now directing consumers during the ongoing Open Enrollment period to junk plans through third-party brokers, with little to no information about the lack of coverage provided by these so-called ""short-term"" plans. One of the Trump administration's most fervent efforts to undermine and unravel the Affordable Care Act is through the expansion of these junk health insurance plans that lack protections for people with pre-existing conditions. Along with Senators Harris, Shaheen, and Stabbenow, the letter is signed by Senators Baldwin (D-WI), Tester (D-MT), Smith (D-MN), Cardin (D-MD), Merkley (D-OR), Murphy (D-CT), Casey (D-PA), Udall (D-NM), Feinstein (D-CA), Hassan (D-NH), Murray (D-WA), Schatz (D-HI), Hirono (D-HI), Warren (D-MA), Whitehouse (D-RI), King (I-ME), Wyden (D-OR), Klobuchar (D-MN), Blumenthal (D-CT), and Schumer (D-NY). The Senators write, in part, ""We are extremely concerned that the increased availability of junk plans and lack of oversight by CMS will cause consumers who believe they are purchasing ACA-compliant health plans to inadvertently sign-up for junk plan coverage that is less comprehensive and could expose them to higher out-of-pocket costs. Americans who purchase these junk plans risk being denied coverage for pre-existing conditions and left vulnerable to unexpected gaps in coverage and massive medical bills in the case of health care emergencies."" The letter continues, ""Insurance brokers are now aggressively marketing junk plans to consumers, including consumers who come to the HealthCare.gov portal seeking comprehensive coverage and then click on links that re-direct them to web brokers and phone-based broker services."" The Senators point to the provision in the ACA that prohibits the health care exchange from making plans available that don't meet the ACA's coverage standards and write, ""It is also unclear what statutory authority CMS relies upon to authorize the re-direction of HealthCare.gov customers toward third-party broker entities that sell ACA-compliant coverage and junk plan coverage on the same platforms."" The Senators underscore that junk plans were never intended to be an alternative to comprehensive health coverage and pose dangerous risks for consumers. The administration's persistent efforts to expand junk plans, which includes extending the duration from 90 days to 364 days and encouraging states to apply for waivers from the ACA that would allow ACA premium tax credits to be used to subsidize junk plan coverage, risk confusing Americans into thinking these plans offer the same coverage as those that meet the ACA's standards. In closing, the Senators wrote, ""We are calling on HHS and CMS to take action to limit the availability of junk plans and take steps to ensure that consumers using HealthCare.gov are being offered comprehensive health insurance, receiving premium tax credits, and being enrolled in Medicaid, if eligible. Furthermore, CMS should take action to hold insurance brokers accountable when they mislead HealthCare.gov customers and misrepresent junk plans as safe alternatives to ACA-complaint health insurance coverage. During this year's Open Enrollment period, it is essential that you act fast in order to protect consumers."""	https://votesmart.org/public-statement/1385848/harris-colleagues-call-out-trump-admin-efforts-to-promote-junk-health-care-plans&speechType=6	Health and Health Care		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-colleagues-call-out-trump-admin-efforts-to-promote-junk-health-care-plans-
VSKH2111201970	Kamala Harris	2019-11-21	Harris, Leahy, Booker, Lofgren Lead Landmark Legislation to Reinvigorate Nation's Refugee System	statement	"U.S. Senators Kamala D. Harris (D-CA), Patrick Leahy (D-VT), Cory Booker (D-NJ), and U.S. Representative Zoe Lofgren (D-CA-19) on Thursday led the bicameral introduction of the Refugee Protection Act of 2019, a comprehensive blueprint for restoring and reinvigorating U.S. refugee and asylum systems in response to the Trump administration's attempts to shut the nation's doors to refugees and asylum seekers. ""The United States must always be a place where refugees are welcomed and encouraged to contribute to society,"" said Harris. ""But, from day one, the Trump administration turned its back on refugees and abdicated our nation's moral responsibility to welcome children and families fleeing ongoing persecution. It's not enough to undo the harm that has already been done, we must also revitalize our refugee and asylum system and expand protections for these individuals. That's why I'm proud to join Senator Leahy in introducing the Refugee Protection Act, which would guarantee that refugees and asylum-seekers are welcomed and supported in our country and that our immigration system respects the basic dignity of every human being."" The Senate bill is cosponsored by 16 Senators: Senators Harris, Leahy, Booker, Hirono, Markey, Shaheen, Gillibrand, Blumenthal, Cardin, Wyden, Murray, Sanders, Reed, Merkley, Warren, and Klobuchar. The House bill is cosponsored by 31 Members of the U.S. House of Representatives: Representatives Lofgren, Nadler, Jayapal, Neguse, Castro, Crow, Dean, DeLauro, DeSaulnier, Engel, Escobar, Espaillat, Garcia, Grijalva, Higgins, Johnson, Khanna, Lowenthal, McGovern, Napolitano, Norton, Pallone, Panetta, Quigley, Raskin, Sires, Smith, Swalwell, Watson Coleman, Welch, and Tlaib. The Refugee Protection Act of 2019 is endorsed by a wide range of refugee, asylum, immigration, and faith-based organizations."	https://votesmart.org/public-statement/1385859/harris-leahy-booker-lofgren-lead-landmark-legislation-to-reinvigorate-nations-refugee-system&speechType=6	Immigration		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-leahy-booker-lofgren-lead-landmark-legislation-to-reinvigorate-nations-refugee-system
VSKH2611201969	Kamala Harris	2019-11-26	Harris, Colleagues Introduce New Legislation to Protect Workers, Ensure Dignity in The Workplace	statement	"U.S. Senator Kamala D. Harris (D-CA) joined Senator Brian Schatz (D-HI) in introducing the Treating Workers With Dignity Act, new legislation that would guarantee employees receive a break to eat a meal, use the restroom, or tend to their medical needs. ""It is time we raise the bar for every worker in our country, and guarantee the right to take rest and meal breaks for all working people,"" said Senator Harris. ""I am proud to join my colleagues to introduce this important legislation which will take steps to ensure working people receive the dignity and respect they deserve."" Along with Harris and Schatz, the legislation is cosponsored by U.S. Senator Cory Booker (D-NJ). Under current federal law, employers in the United States have no legal obligation to provide workers a break in order to eat a meal, use the restroom, or tend to their medical needs. As a result, some employers have taken advantage of the absence of these protections by showing little regard their workers. For example, separate reports by the Government Accountability Office and Oxfam America found that employees in the poultry industry routinely are denied bathroom breaks, forcing many to defecate on themselves or wear adult diapers rather than lose their jobs. The Treating Workers with Dignity Act would provide employees the opportunity to attend to their basic needs during the course of their workday. This legislation would: -Require employers to provide employees the option for an uninterrupted 30-minute break in which an employee can eat, for any shift lasting at least six hours.-Allow employees to take short, paid breaks to tend to a documented medical condition.-Ensure employers provide their employees the opportunity to take a paid restroom break at least once every four hours that they work."	https://votesmart.org/public-statement/1392217/harris-colleagues-introduce-new-legislation-to-protect-workers-ensure-dignity-in-the-workplace&speechType=6	Employment and Affirmative Action		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-colleagues-introduce-new-legislation-to-protect-workers-ensure-dignity-in-the-workplace
VSKH1012201968	Kamala Harris	2019-12-10	Harris, Colleagues Introduce Resolution Cosponsored by All 25 Women Senators Honoring First All-Female Spacewalk	statement	"U.S. Senator Kamala D. Harris (D-CA) on Monday joined Senators Debbie Stabenow (D-MI) and Susan Collins (R-ME), along with all 22 of their female colleagues, in introducing a resolution congratulating astronauts Dr. Jessica U. Meir and Christina H. Koch for the historic accomplishment of completing the first all-female spacewalk. The bipartisan resolution also supports the National Aeronautics and Space Administration's (NASA) efforts to fully integrate women into the astronaut corps and ensure that one of the next humans to walk on the moon will be a woman. On October 18, 2019, Dr. Meir and Ms. Koch conducted a seven hour and seven minute spacewalk to replace a power controller, the first all-female spacewalk in history, and the 14th and 15th women, respectively, to conduct a spacewalk. ""Astronauts Christina Koch and Jessica Meir completed the first ever all-female spacewalk, a historic moment demonstrating to young girls everywhere that there is no limit to what women can accomplish,"" said Senator Harris. ""I'm proud to join my colleagues in recognizing these extraordinary women. Their accomplishment will inspire generations to come."" Dr. Meir is a native of Caribou, Maine. She has a degree in biology from Brown University, a master's in space studies from the International Space University, and a Ph.D. in marine biology from the University of California San Diego's Scripps Institution of Oceanography. Ms. Koch is a native of Grand Rapids, Michigan. She has a degree in electrical engineering and physics, as well as a master's degree in electrical engineering from North Carolina State University. In 2013, Dr. Meir and Ms. Koch were among the four women and four men selected from 6,100 applications for NASA's 21st class of astronauts and began training for future space flights. NASA first began to admit women into its astronaut program in 1978."	https://votesmart.org/public-statement/1392219/harris-colleagues-introduce-resolution-cosponsored-by-all-25-women-senators-honoring-first-all-female-spacewalk&speechType=6	Women Science		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-colleagues-introduce-resolution-cosponsored-by-all-25-women-senators-honoring-first-all-female-spacewalk
VSKH1112201967	Kamala Harris	2019-12-11	Harris, Feinstein, Colleagues Urge Passage of Bipartisan Resolution to Recognize Critical Role of Census, Importan ...	statement	"U.S. Senators Kamala D. Harris (D-CA) and Dianne Feinstein (D-CA) on Tuesday joined Senators Brian Schatz (D-HI) and Lisa Murkowski (R-AK) in introducing a bipartisan resolution to ensure the 2020 Census is fair and accurate. The resolution encourages individuals, families, and households across the United States to take part in the Census so that all communities can be counted. ""Accurately counting every single American in the U.S. Census ensures representation among all communities and allows for legislative seats and federal funds to be allocated correctly,"" said Senator Harris. ""I'm proud to join my colleagues in this bipartisan resolution, it is critical to our nation's future that everyone is counted."" The 2020 Census is a constitutionally mandated undertaking. The data collected is used to properly allocate seats for the U.S. House of Representatives and state legislatures. It also directs more than $800 billion annually in federal funding to state and local communities. The resolution recognizes the importance and significance of the 2020 Census and encourages all people to participate. It concludes that it is the civic duty of every person to ensure that the 2020 Census is as accurate as possible. Along with Harris, Feinstein, Schatz, and Murkowski, the resolution is cosponsored by U.S. Senators Tammy Baldwin (D-WI), Michael Bennet (D-CO), Richard Blumenthal (D-CT), Cory Booker (D-NJ), Mike Braun (R-IN), Sherrod Brown (D-OH), Maria Cantwell (D-WA), Tom Carper (D-DE), Susan Collins (R-ME), Chris Coons (D-DE), Catherine Cortez Masto (D-NV), Tammy Duckworth (D-IL), Dick Durbin (D-IL), Maggie Hassan (D-NH), Martin Heinrich (D-NM), Mazie Hirono (D- HI), Ron Johnson (R-WI), Doug Jones (D-AL), Tim Kaine (D-VA), Angus King (I-ME), Amy Klobuchar (D-MN), Joe Manchin (D-WV), Ed Markey (D-MA), Jeff Merkley (D-OR), Chris Murphy (D-CT), Patty Murray (D-WA), Gary Peters (D-MI), Jack Reed (D-RI), Jacky Rosen (D-NV), Jeanne Shaheen (D-NH), Kyrsten Sinema (D-AZ), Tina Smith (D-MN), Debbie Stabenow (D-MI), Dan Sullivan (R-AK), Jon Tester (D-MT), Chris Van Hollen (D-MD), Mark Warner (D-VA), Sheldon Whitehouse (D-RI), and Ron Wyden (D-OR). The resolution is supported by a number of organizations including the U.S. Conference of Mayors, the National League of Cities, the National Association of Counties, National the Association of Towns and Townships, the Census Project, NAACP, NALEO Educational Fund, Asian Americans Advancing Justice , AAJC, National Congress of American Indians, Service Employees International Union, National Education Association, Nielsen, Facebook, Twitter, Reddit, and Google."	https://votesmart.org/public-statement/1392222/harris-feinstein-colleagues-urge-passage-of-bipartisan-resolution-to-recognize-critical-role-of-census-importance-of-full-and-accurate-count&speechType=6	Government Operations		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-feinstein-colleagues-urge-passage-of-bipartisan-resolution-to-recognize-critical-role-of-census-importance-of-full-and-accurate-count
VSKH1612201966	Kamala Harris	2019-12-16	Harris, Lawmakers File Amicus Brief Supporting the Indian Child Welfare Act	statement	"U.S. Senator Kamala D. Harris (D-CA) on Friday joined Senators Tom Udall (D-NM) and John Hoeven (R-ND), along with 22 senators and 52 representatives, in filing an amicus brief in federal court defending the constitutionality of the Indian Child Welfare Act (ICWA). The bipartisan and bicameral brief was filed with the U.S. Court of Appeals for the Fifth Circuit as the court re-opens its August ruling that affirmed ICWA's constitutionality in Brackeen v. Bernhardt. ""The Indian Child Welfare Act has protected Native American children and kept them connected with their families and communities for over 40 years,"" said Senator Harris. ""It is vital that the Fifth Circuit upholds the constitutionality of ICWA, we must support tribes as they fight to protect Native American children."" The amicus brief urges the Fifth Circuit to uphold the court's previous decision affirming the constitutionality of IWCA. The decision the Fifth Circuit issued in August reversed a ruling from the U.S. District Court for the Northern District of Texas which wrongly struck down ICWA as unconstitutional. Congress passed ICWA in 1978 after receiving testimony that 25 to 35 percent of American Indian and Alaska Native children were removed from their homes by state and private adoption agencies. ICWA sets best-practice standards for child welfare and adoption proceedings involving children who are members of a federally-recognized Tribe or are eligible for membership in a federally-recognized Tribe. Over four decades, the law has become the ""gold standard"" for child welfare policy and keeping Native children connected to their communities and cultures."	https://votesmart.org/public-statement/1392226/harris-lawmakers-file-amicus-brief-supporting-the-indian-child-welfare-act&speechType=6	Minors and Children Indigenous Peoples Judicial Branch		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-lawmakers-file-amicus-brief-supporting-the-indian-child-welfare-act
VSKH1812201964	Kamala Harris	2019-12-18	Harris, Colleagues Introduce Safe Gun Storage Act	statement	"U.S. Senator Kamala D. Harris (D-CA) on Tuesday joined Senator Richard Blumenthal (D-CT) and 18 of their Senate colleagues in introducing new legislation directing the Consumer Product Safety Commission (CPSC) to establish safety standards for firearm locks and firearm safes. U.S. Representatives Eliot Engel (D-NY) and Pramila Jayapal (D-WA) introduced companion legislation in the House of Representatives earlier this year. ""There is a gun violence epidemic in this country,"" said Senator Harris. ""This legislation will help keep children and families safe by establishing important standards for firearm locks and firearm safes, a vital step in preventing gun violence. It's imperative that we stop firearms from falling into the wrong hands. We must act now."" An estimated 4.6 million American minors live in a household with a firearm. According to a 2018 Johns Hopkins Bloomberg School of Public Health survey, 54 percent of gun owners report storing their firearms in an unsafe manner. Eighteen percent of all gun injuries in our nation occur because of this high rate of improperly stored firearms in homes. Along with Harris and Blumenthal, the Safe Gun Storage Act is co-sponsored by U.S. Senators Ron Wyden (D-OR), Dick Durbin (D-IL), Edward J. Markey (D-MA), Bob Menendez (D-NJ), Bob Casey (D-NJ), Kirsten Gillibrand (D-NY), Cory Booker (D-NJ), Chris Van Hollen (D-MD), Sherrod Brown (D-OH), Chris Coons (D-DE), Amy Klobuchar (D-MN), Tom Udall (D-NM), Tammy Duckworth (D-IL), Patty Murray (D-WA), Tammy Baldwin (D-WI), Jack Reed (D-RI), Tom Carper (D-DE), and Elizabeth Warren (D-MA)."	https://votesmart.org/public-statement/1392228/harris-colleagues-introduce-safe-gun-storage-act&speechType=6	Guns		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-colleagues-introduce-safe-gun-storage-act-
VSKH1812201965	Kamala Harris	2019-12-18	Harris Statement on the Impeachment of President Donald J. Trump	statement	"U.S. Senator Kamala D. Harris (D-CA) on Wednesday released a statement following the House of Representatives' vote to impeach President Donald J. Trump: ""In the United States of America, nobody is above the law. And nobody, especially a president, is exempt from accountability. Our nation's founders provided Congress with the tool of impeachment because they envisioned a day when a future president would abuse his power and block congressional checks and oversight. Now, Donald J. Trump will go down as only the third president in American history to be impeached. ""I thank my colleagues in the House of Representatives for conducting a thorough investigation that lived up our founders' expectations. The facts led to two clear and troubling articles of impeachment, all despite unprecedented obstruction from the president. ""It will soon fall on the United States Senate to fulfill its constitutional duty to review the facts of the case and determine whether the president's actions warrant his removal from office. In the impeachment trial of President Trump, I will fight for truth, fairness, and justice. I urge each of my Senate colleagues to do the same."""	https://votesmart.org/public-statement/1392229/harris-statement-on-the-impeachment-of-president-donald-j-trump&speechType=6	Executive Branch Legislative Branch		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-statement-on-the-impeachment-of-president-donald-j-trump
VSKH71202063	Kamala Harris	2020-01-07	Harris Calls for Declassification of Soleimani War Powers Act Notification	statement	"U.S. Senator Kamala D. Harris (D-CA), a member of the Senate Intelligence Committee, on Tuesday released a statement calling for the declassification of President Trump's notification to Congress regarding the military strike against Qasem Soleimani. ""I am deeply concerned by the potential consequences of the president's order and apparent lack of coherent strategy moving forward,"" said Harris. ""Having reviewed the president's formal notification to Congress, it is clear that this information should not be classified and hidden from the American people. The public deserves transparency and has a right to understand the rationale for this action that has further enflamed tensions and further destabilized the region."""	https://votesmart.org/public-statement/1404701/harris-calls-for-declassification-of-soleimani-war-powers-act-notification&speechType=6	Defense Foreign Affairs		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-calls-for-declassification-of-soleimani-war-powers-act-notification
